id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,score_revenu,score_environnement_travail,score_mobilite_externe,score_mobilite_interne,score_equilibre_pro_perso
475,30,F,4736,Marie(e),Commercial,Cadre Commercial,7,4,2,2,4,3,2,3,2,4,Oui,12,Non,1,2,25,2,Entrepreunariat,Aucun,2,2,37.43,61.18,50.0,100.0,53.57
476,26,M,5296,Marie(e),Commercial,Cadre Commercial,1,8,8,7,3,3,2,3,2,3,Non,17,Non,1,3,1,3,Infra & Cloud,Occasionnel,7,7,39.19,54.12,100.0,87.5,79.17
477,42,M,6781,Celibataire,Consulting,Manager,3,14,1,0,1,2,2,4,2,3,Non,23,Non,0,6,2,4,Autre,Occasionnel,0,0,71.32,40.0,7.14,0.0,78.27
478,21,F,2174,Celibataire,Commercial,Representant Commercial,1,3,3,2,1,2,1,2,3,3,Oui,11,Oui,0,3,1,1,Entrepreunariat,Frequent,1,2,32.82,31.18,100.0,66.67,41.67
479,36,F,6653,Celibataire,Commercial,Cadre Commercial,4,7,1,0,4,3,2,4,2,3,Non,15,Non,0,6,1,5,Transformation Digitale,Aucun,0,0,52.24,70.0,14.29,0.0,91.67
481,36,M,9699,Marie(e),Commercial,Cadre Commercial,4,16,13,9,1,2,3,4,1,3,Non,11,Non,1,2,3,4,Transformation Digitale,Frequent,1,12,45.9,37.06,81.25,69.23,64.88
482,57,M,6755,Marie(e),Consulting,Manager,2,15,3,2,4,3,2,3,3,3,Non,11,Non,0,2,1,4,Transformation Digitale,Occasionnel,1,2,40.79,71.18,20.0,66.67,79.17
483,40,F,2213,Marie(e),Consulting,Consultant,3,10,7,7,4,4,1,3,3,3,Oui,13,Non,1,3,10,4,Infra & Cloud,Occasionnel,1,7,37.61,74.12,70.0,100.0,46.13
484,21,M,2610,Celibataire,Commercial,Representant Commercial,1,3,3,2,1,3,1,4,3,2,Non,24,Non,0,3,9,2,Transformation Digitale,Aucun,2,2,62.03,51.18,100.0,66.67,76.19
485,33,F,2851,Celibataire,Commercial,Representant Commercial,1,1,1,0,4,3,1,3,2,3,Oui,13,Oui,0,2,5,3,Marketing,Occasionnel,0,0,40.92,60.0,100.0,0.0,50.6
486,37,F,3452,Marie(e),Consulting,Consultant,6,17,5,4,3,3,1,1,2,3,Non,20,Non,1,3,10,3,Transformation Digitale,Occasionnel,0,3,58.46,31.76,29.41,80.0,71.13
487,46,F,5258,Marie(e),Consulting,Tech Lead,2,7,1,0,3,3,2,3,3,4,Non,14,Non,0,2,7,4,Transformation Digitale,Aucun,0,0,47.46,60.0,14.29,0.0,94.64
488,41,M,9355,Celibataire,Commercial,Cadre Commercial,1,8,8,7,1,3,2,2,3,3,Non,18,Oui,0,5,4,3,Marketing,Frequent,7,7,48.6,34.12,100.0,87.5,63.99
491,50,M,10496,Celibataire,Consulting,Manager,6,20,4,3,4,2,3,4,4,3,Non,15,Non,0,2,10,3,Entrepreunariat,Occasionnel,1,3,56.71,91.76,20.0,75.0,71.13
492,40,M,6380,Marie(e),Commercial,Cadre Commercial,2,8,6,4,3,2,2,3,1,3,Oui,12,Oui,2,6,22,2,Marketing,Occasionnel,1,0,42.49,40.0,75.0,66.67,35.42
493,31,M,2657,Celibataire,Consulting,Assistant de Direction,0,3,2,2,3,2,1,2,4,3,Oui,16,Non,0,5,9,4,Infra & Cloud,Occasionnel,2,2,43.25,61.18,66.67,100.0,47.02
494,21,F,2716,Celibataire,Commercial,Representant Commercial,1,1,1,0,3,4,1,2,4,3,Non,15,Oui,0,0,12,3,Infra & Cloud,Occasionnel,0,0,45.39,60.0,100.0,0.0,69.35
495,29,M,2201,Celibataire,Consulting,Assistant de Direction,9,6,3,2,4,3,1,4,4,3,Non,16,Non,0,4,23,3,Infra & Cloud,Occasionnel,1,2,44.66,91.18,50.0,66.67,59.52
496,35,M,6540,Celibataire,Consulting,Manager,9,10,1,1,3,2,2,2,3,3,Non,19,Non,0,5,9,4,Infra & Cloud,Occasionnel,0,0,61.47,50.0,10.0,100.0,72.02
497,27,M,3816,Divorce(e),Consulting,Consultant,1,5,5,2,4,3,1,2,2,3,Non,11,Non,1,2,1,2,Transformation Digitale,Occasionnel,0,4,37.88,52.35,100.0,40.0,79.17
498,28,M,5253,Celibataire,Commercial,Cadre Commercial,1,7,7,5,2,3,2,4,4,3,Non,16,Non,0,1,9,4,Infra & Cloud,Occasionnel,0,7,52.16,74.12,100.0,71.43,72.02
499,49,M,10965,Celibataire,Consulting,Manager,8,26,5,2,2,2,3,3,3,3,Non,24,Non,0,2,7,3,Autre,Occasionnel,0,0,80.94,50.0,19.23,40.0,73.81
500,51,F,4936,Marie(e),Commercial,Cadre Commercial,4,18,7,7,3,3,2,4,3,2,Non,11,Non,1,2,14,2,Infra & Cloud,Occasionnel,0,7,39.82,74.12,38.89,100.0,59.23
501,36,F,2543,Marie(e),Consulting,Assistant de Direction,4,6,2,2,4,3,1,3,2,3,Non,13,Non,1,3,2,3,Infra & Cloud,Occasionnel,2,2,35.98,61.18,33.33,100.0,78.27
502,34,M,5304,Celibataire,Commercial,Cadre Commercial,8,9,5,2,1,4,2,4,2,2,Oui,13,Oui,0,3,19,3,Marketing,Aucun,0,4,45.18,42.35,55.56,40.0,42.26
505,55,F,16659,Celibataire,Consulting,Senior Manager,2,30,5,4,3,3,4,4,3,3,Oui,13,Non,0,2,2,3,Infra & Cloud,Occasionnel,1,2,62.71,71.18,16.67,80.0,53.27
507,24,F,4260,Divorce(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,3,4,4,Oui,12,Non,1,2,10,4,Marketing,Occasionnel,0,3,41.01,81.76,100.0,40.0,54.46
508,30,M,2476,Marie(e),Commercial,Representant Commercial,1,1,1,0,3,3,1,2,1,3,Non,18,Non,1,3,2,1,Entrepreunariat,Occasionnel,0,0,52.05,30.0,100.0,0.0,78.27
510,26,M,3102,Celibataire,Consulting,Assistant de Direction,0,7,6,4,3,3,1,1,3,3,Non,22,Oui,0,2,3,1,Entrepreunariat,Frequent,0,4,62.57,42.35,85.71,66.67,64.88
511,22,F,2244,Marie(e),Consulting,Assistant de Direction,1,2,2,1,1,3,1,2,4,3,Non,13,Non,1,1,11,3,Transformation Digitale,Occasionnel,1,2,37.66,41.18,100.0,50.0,70.24
513,36,M,7596,Marie(e),Commercial,Cadre Commercial,1,10,10,9,2,2,3,3,2,3,Non,13,Non,2,2,2,2,Transformation Digitale,Occasionnel,9,0,29.36,40.0,100.0,90.0,78.27
514,30,M,2285,Celibataire,Consulting,Assistant de Direction,9,3,1,0,3,3,1,4,3,3,Oui,23,Oui,0,4,4,3,Entrepreunariat,Frequent,0,0,63.5,70.0,33.33,0.0,38.99
515,37,F,3034,Divorce(e),Consulting,Consultant,1,18,18,7,4,3,1,1,3,2,Non,12,Non,1,2,14,3,Infra & Cloud,Occasionnel,12,17,12.48,60.0,100.0,38.89,59.23
516,40,F,5715,Divorce(e),Commercial,Cadre Commercial,7,8,5,4,4,3,2,2,3,3,Non,12,Non,2,5,2,2,Marketing,Occasionnel,1,3,41.34,61.76,62.5,80.0,78.27
517,42,F,2576,Divorce(e),Consulting,Consultant,3,8,5,2,2,3,1,1,2,3,Non,16,Non,1,5,1,4,Infra & Cloud,Occasionnel,1,2,45.31,21.18,62.5,40.0,79.17
518,37,M,4197,Celibataire,Consulting,Tech Lead,2,18,1,0,3,3,2,2,4,2,Oui,12,Non,0,2,10,4,Infra & Cloud,Occasionnel,0,1,40.9,60.59,5.56,0.0,37.8
520,43,M,14336,Divorce(e),Consulting,Directeur Technique,1,25,25,10,1,2,4,2,3,3,Non,11,Non,1,3,12,3,Infra & Cloud,Occasionnel,3,9,49.56,35.29,100.0,40.0,69.35
521,40,F,3448,Marie(e),Consulting,Consultant,6,20,1,0,2,2,2,3,2,3,Non,22,Non,1,3,2,3,Transformation Digitale,Occasionnel,0,0,63.17,40.0,5.0,0.0,78.27
522,54,M,19406,Marie(e),Consulting,Directeur Technique,4,24,4,2,1,3,5,1,3,2,Non,11,Non,1,4,5,2,Transformation Digitale,Occasionnel,1,2,62.77,21.18,16.67,50.0,67.26
523,34,F,6538,Marie(e),Commercial,Cadre Commercial,9,6,3,2,3,3,2,3,1,3,Non,15,Non,1,3,4,4,Marketing,Aucun,1,2,49.84,41.18,50.0,66.67,88.99
524,31,F,4306,Marie(e),Consulting,Tech Lead,1,13,13,10,2,3,2,1,2,1,Non,12,Non,1,5,7,2,Transformation Digitale,Occasionnel,3,12,34.49,27.06,100.0,76.92,57.14
525,43,M,2258,Marie(e),Consulting,Consultant,7,8,3,2,4,3,1,4,1,3,Non,20,Non,1,1,21,3,Transformation Digitale,Frequent,1,2,54.18,61.18,37.5,66.67,48.81
526,43,F,4522,Divorce(e),Consulting,Manager,4,8,5,2,3,3,2,3,4,3,Oui,14,Non,0,3,8,4,Autre,Occasionnel,0,2,46.18,71.18,62.5,40.0,47.92
527,25,F,4487,Celibataire,Commercial,Cadre Commercial,1,5,5,4,2,2,2,4,2,3,Oui,11,Non,0,3,4,2,Infra & Cloud,Occasionnel,1,3,36.84,51.76,100.0,80.0,51.49
529,37,F,4449,Marie(e),Consulting,Assistant de Direction,3,15,13,11,2,3,2,3,1,3,Oui,15,Non,2,2,25,5,Transformation Digitale,Aucun,10,7,26.41,34.12,86.67,84.62,45.24
530,31,M,2218,Marie(e),Consulting,Consultant,1,4,4,2,4,2,1,1,3,3,Non,12,Non,1,3,1,2,Infra & Cloud,Occasionnel,3,2,30.86,51.18,100.0,50.0,79.17
531,39,M,19197,Divorce(e),Consulting,Senior Manager,1,21,21,8,2,3,5,3,3,3,Oui,14,Non,1,3,1,1,Infra & Cloud,Frequent,1,6,69.48,53.53,100.0,38.1,41.67
532,56,F,13212,Marie(e),Commercial,Cadre Commercial,9,36,7,7,3,4,4,1,4,2,Non,11,Non,3,0,6,3,Infra & Cloud,Frequent,7,7,38.81,54.12,19.44,100.0,53.87
533,30,F,6577,Celibataire,Commercial,Cadre Commercial,0,6,5,4,2,3,2,3,2,3,Non,11,Non,0,6,12,3,Entrepreunariat,Occasionnel,4,4,33.88,42.35,83.33,80.0,69.35
534,41,M,8392,Marie(e),Commercial,Cadre Commercial,1,10,10,7,2,4,3,1,3,3,Non,16,Non,1,2,1,3,Marketing,Occasionnel,0,7,57.62,34.12,100.0,70.0,79.17
536,28,M,4558,Divorce(e),Consulting,Consultant,1,10,10,0,3,3,2,1,4,3,Non,12,Non,1,2,17,2,Transformation Digitale,Occasionnel,1,8,39.32,54.71,100.0,0.0,64.88
538,25,M,4031,Marie(e),Consulting,Consultant,5,6,2,2,1,3,1,1,3,3,Non,13,Oui,1,5,3,3,Transformation Digitale,Occasionnel,0,2,42.97,21.18,33.33,100.0,77.38
543,52,M,7969,Marie(e),Consulting,Tech Lead,2,28,5,4,4,2,3,3,3,3,Oui,14,Non,0,4,3,3,Transformation Digitale,Occasionnel,0,4,52.17,72.35,17.86,80.0,52.38
544,45,M,2654,Marie(e),Consulting,Assistant de Direction,3,8,2,2,1,3,1,4,4,2,Non,21,Non,2,3,10,2,Infra & Cloud,Occasionnel,0,2,59.43,61.18,25.0,100.0,62.8
546,52,F,16555,Marie(e),Consulting,Senior Manager,2,31,5,2,4,3,4,4,4,1,Non,13,Non,0,2,4,2,Infra & Cloud,Occasionnel,1,4,62.53,92.35,16.13,40.0,59.82
547,42,F,4556,Divorce(e),Consulting,Assistant de Direction,2,19,5,4,1,3,2,3,2,3,Non,11,Non,1,3,29,2,Infra & Cloud,Frequent,0,2,39.16,31.18,26.32,80.0,41.67
548,30,F,6091,Celibataire,Consulting,Tech Lead,2,11,5,4,3,1,2,4,3,3,Non,20,Non,0,2,2,3,Infra & Cloud,Occasionnel,0,2,63.05,71.18,45.45,80.0,78.27
549,60,F,19566,Marie(e),Consulting,Senior Manager,5,33,29,8,1,3,5,1,4,1,Non,11,Non,0,5,7,3,Infra & Cloud,Occasionnel,11,10,41.05,35.88,87.88,27.59,57.14
550,46,F,4810,Divorce(e),Consulting,Tech Lead,2,19,10,7,3,3,2,3,3,2,Non,14,Non,1,5,18,3,Transformation Digitale,Occasionnel,0,8,46.68,64.71,52.63,70.0,55.65
551,42,F,4523,Marie(e),Consulting,Manager,0,7,6,5,4,2,2,4,4,4,Non,11,Non,3,4,28,4,Entrepreunariat,Frequent,0,4,39.11,92.35,85.71,83.33,50.89
554,24,F,3202,Celibataire,Commercial,Representant Commercial,1,6,5,3,1,3,1,2,2,3,Oui,16,Oui,0,4,1,1,Entrepreunariat,Occasionnel,1,4,46.4,22.35,83.33,60.0,54.17
555,34,F,2351,Divorce(e),Commercial,Representant Commercial,0,3,2,2,4,1,1,3,4,2,Non,16,Oui,1,3,6,2,Marketing,Frequent,1,0,44.92,80.0,66.67,100.0,53.87
556,38,M,1702,Marie(e),Consulting,Consultant,1,1,1,0,4,3,1,4,3,3,Oui,23,Non,1,3,2,2,Infra & Cloud,Frequent,0,0,62.49,80.0,100.0,0.0,40.77
558,40,F,18041,Marie(e),Commercial,Senior Manager,0,21,20,15,3,3,5,3,4,3,Non,14,Non,0,2,2,4,Infra & Cloud,Occasionnel,1,12,67.47,77.06,95.24,75.0,78.27
560,26,F,2886,Divorce(e),Consulting,Assistant de Direction,1,3,3,2,1,3,1,4,2,1,Non,22,Non,2,3,23,3,Infra & Cloud,Occasionnel,0,2,62.19,41.18,100.0,66.67,42.86
562,30,M,2097,Marie(e),Consulting,Consultant,4,9,5,3,3,3,1,4,3,1,Non,15,Non,1,3,3,3,Infra & Cloud,Aucun,1,4,42.12,72.35,55.56,60.0,73.21
564,29,M,11935,Marie(e),Consulting,Directeur Technique,1,10,10,2,2,2,3,3,3,3,Non,18,Non,0,2,3,4,Transformation Digitale,Occasionnel,0,7,68.49,54.12,100.0,20.0,77.38
565,29,F,2546,Marie(e),Consulting,Assistant de Direction,5,6,2,2,3,2,1,2,2,4,Non,16,Oui,0,2,25,5,Entrepreunariat,Occasionnel,1,1,45.26,40.59,33.33,100.0,66.07
566,19,M,2564,Celibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,1,4,3,4,Non,12,Oui,0,3,2,2,Entrepreunariat,Occasionnel,0,0,38.06,50.0,100.0,0.0,86.61
567,30,F,8412,Marie(e),Commercial,Cadre Commercial,0,10,9,8,3,3,3,1,3,3,Non,11,Non,0,3,22,4,Autre,Aucun,7,8,30.46,44.71,90.0,88.89,72.92
568,57,M,14118,Divorce(e),Commercial,Senior Manager,3,32,1,0,1,2,4,4,3,2,Non,12,Non,1,3,29,3,Marketing,Occasionnel,0,0,58.14,50.0,3.12,0.0,45.83
569,50,M,17046,Marie(e),Consulting,Senior Manager,0,28,27,10,2,2,4,3,2,3,Non,15,Non,1,2,29,4,Infra & Cloud,Occasionnel,15,7,37.3,44.12,96.43,37.04,54.17
571,30,F,2564,Celibataire,Consulting,Consultant,0,12,11,7,3,3,1,4,3,2,Non,14,Non,0,2,2,3,Transformation Digitale,Aucun,6,7,29.57,74.12,91.67,63.64,82.44
573,60,F,10266,Marie(e),Commercial,Cadre Commercial,4,22,18,13,3,2,3,1,4,4,Non,19,Non,0,5,28,3,Marketing,Frequent,13,11,39.34,56.47,81.82,72.22,50.89
574,47,F,5070,Divorce(e),Consulting,Tech Lead,5,20,5,0,1,3,2,4,3,3,Non,13,Non,3,2,2,2,Transformation Digitale,Occasionnel,0,4,44.77,52.35,25.0,0.0,78.27
575,46,M,17861,Marie(e),Consulting,Directeur Technique,6,26,3,2,1,3,4,3,3,1,Non,13,Non,0,2,2,3,Infra & Cloud,Occasionnel,0,1,67.0,40.59,11.54,66.67,61.61
577,35,M,4230,Celibataire,Consulting,Consultant,0,6,5,4,4,1,1,3,3,3,Non,15,Non,0,2,22,3,Infra & Cloud,Occasionnel,4,3,39.23,71.76,83.33,80.0,60.42
578,54,F,3780,Celibataire,Consulting,Consultant,7,19,1,0,3,3,2,3,3,3,Non,11,Non,0,3,8,4,Infra & Cloud,Occasionnel,0,0,37.82,60.0,5.26,0.0,72.92
579,34,M,2768,Divorce(e),Consulting,Assistant de Direction,3,14,7,3,4,2,1,3,3,3,Non,12,Non,1,3,2,4,Infra & Cloud,Occasionnel,5,7,27.41,74.12,50.0,42.86,78.27
580,46,F,9071,Marie(e),Commercial,Cadre Commercial,2,15,3,2,3,2,3,4,3,3,Oui,19,Non,1,3,10,3,Marketing,Occasionnel,1,2,63.67,71.18,20.0,66.67,46.13
581,31,M,10648,Divorce(e),Consulting,Tech Lead,1,13,13,8,3,3,3,2,4,4,Non,25,Non,1,6,9,1,Infra & Cloud,Occasionnel,0,8,82.75,64.71,100.0,61.54,80.36
582,33,M,13610,Marie(e),Consulting,Senior Manager,7,15,7,6,2,3,3,3,4,4,Oui,12,Oui,0,2,15,1,Transformation Digitale,Occasionnel,7,7,41.85,64.12,46.67,85.71,50.0
584,33,M,3408,Divorce(e),Consulting,Consultant,7,8,4,3,1,1,1,4,1,3,Non,13,Oui,3,2,10,1,Transformation Digitale,Occasionnel,1,3,39.68,31.76,50.0,75.0,71.13
585,30,M,2983,Celibataire,Commercial,Representant Commercial,0,4,3,2,4,3,1,2,1,3,Non,14,Non,0,3,7,1,Marketing,Occasionnel,1,2,41.3,41.18,75.0,66.67,73.81
586,35,M,7632,Marie(e),Consulting,Manager,4,10,8,7,4,3,3,3,3,3,Oui,12,Non,0,2,16,3,Infra & Cloud,Occasionnel,0,0,46.87,70.0,80.0,87.5,40.77
587,31,M,9824,Marie(e),Consulting,Manager,3,12,1,0,1,3,3,3,1,3,Non,12,Oui,0,2,20,3,Infra & Cloud,Frequent,0,0,50.68,20.0,8.33,0.0,49.7
590,34,F,9950,Divorce(e),Ressources Humaines,Ressources Humaines,9,11,3,2,2,3,3,1,3,3,Oui,15,Oui,3,2,23,3,Ressources Humaines,Frequent,0,2,57.97,31.18,27.27,66.67,22.02
591,42,M,2093,Marie(e),Consulting,Consultant,4,8,2,2,2,3,1,3,4,3,Non,17,Non,1,4,5,2,Autre,Frequent,2,0,44.63,60.0,25.0,100.0,63.1
592,36,M,9980,Celibataire,Commercial,Cadre Commercial,1,10,10,3,2,3,3,4,4,2,Non,14,Non,0,3,10,4,Transformation Digitale,Aucun,9,7,35.86,74.12,100.0,30.0,75.3
593,22,M,3894,Celibataire,Consulting,Consultant,5,4,2,2,3,2,1,3,3,3,Non,16,Oui,0,3,4,1,Entrepreunariat,Frequent,1,2,47.6,61.18,50.0,100.0,63.99
595,48,F,4051,Marie(e),Commercial,Cadre Commercial,2,14,9,7,2,3,2,4,1,3,Non,14,Non,1,2,2,5,Marketing,Occasionnel,6,7,32.16,44.12,64.29,77.78,78.27
597,55,F,16835,Celibataire,Commercial,Senior Manager,3,37,10,9,1,3,4,2,4,3,Non,23,Non,0,2,18,5,Infra & Cloud,Occasionnel,7,7,73.39,44.12,27.03,90.0,63.99
599,41,M,6230,Celibataire,Commercial,Cadre Commercial,7,16,14,3,4,3,2,4,4,3,Non,14,Non,0,3,10,2,Infra & Cloud,Aucun,1,10,46.94,95.88,87.5,21.43,83.63
600,35,M,4717,Marie(e),Commercial,Cadre Commercial,9,15,11,9,2,3,2,3,3,3,Non,11,Non,0,2,1,3,Marketing,Occasionnel,6,9,26.24,55.29,73.33,81.82,79.17
601,40,F,13237,Celibataire,Consulting,Tech Lead,7,22,20,6,2,3,4,3,3,3,Non,15,Non,0,3,6,3,Infra & Cloud,Occasionnel,5,13,52.68,57.65,90.91,30.0,74.7
602,39,F,3755,Marie(e),Consulting,Consultant,1,8,8,3,3,3,1,3,1,3,Non,11,Non,1,3,8,1,Infra & Cloud,Frequent,0,7,37.77,44.12,100.0,37.5,60.42
604,31,M,6582,Celibataire,Commercial,Cadre Commercial,4,10,6,5,2,3,2,4,3,4,Oui,13,Non,0,2,2,1,Infra & Cloud,Occasionnel,0,5,47.4,62.94,60.0,83.33,61.61
605,42,M,7406,Marie(e),Consulting,Tech Lead,1,10,10,9,4,3,3,1,4,2,Oui,21,Non,1,5,24,3,Transformation Digitale,Occasionnel,5,8,56.69,64.71,100.0,90.0,25.3
606,45,M,4805,Marie(e),Commercial,Cadre Commercial,0,9,8,7,4,3,2,2,2,4,Non,19,Non,1,3,2,3,Autre,Occasionnel,3,7,51.85,54.12,88.89,87.5,86.61
608,26,F,2741,Divorce(e),Ressources Humaines,Ressources Humaines,0,8,7,7,2,3,1,3,2,2,Oui,11,Oui,1,2,17,4,Infra & Cloud,Frequent,1,0,33.81,40.0,87.5,100.0,19.05
611,29,M,4262,Divorce(e),Consulting,Tech Lead,4,8,3,2,4,3,2,4,2,4,Non,12,Non,2,2,19,3,Entrepreunariat,Occasionnel,1,2,38.81,71.18,37.5,66.67,71.43
612,33,F,16184,Divorce(e),Consulting,Directeur Technique,4,10,6,1,1,4,4,3,3,3,Non,19,Non,1,2,1,5,Transformation Digitale,Occasionnel,0,5,78.23,42.94,60.0,16.67,79.17
613,31,M,11557,Divorce(e),Commercial,Senior Manager,9,10,5,4,3,2,3,4,3,2,Non,21,Non,1,3,7,3,Infra & Cloud,Occasionnel,0,1,74.9,70.59,50.0,80.0,65.48
614,18,M,1878,Celibataire,Commercial,Representant Commercial,1,0,0,0,2,3,1,2,4,3,Oui,14,Oui,0,3,5,3,Marketing,Frequent,0,0,41.58,50.0,0.0,0.0,38.1
615,40,M,10932,Divorce(e),Commercial,Cadre Commercial,3,20,1,0,3,1,3,1,3,3,Non,15,Non,1,2,28,3,Autre,Aucun,0,1,59.67,40.59,5.0,0.0,67.56
616,41,F,6811,Celibataire,Consulting,Manager,2,10,8,7,1,2,2,3,1,3,Oui,17,Non,0,3,2,4,Autre,Aucun,0,7,57.23,24.12,80.0,87.5,65.77
618,26,M,4306,Divorce(e),Commercial,Cadre Commercial,5,8,0,0,1,3,2,3,1,3,Non,12,Non,2,5,29,2,Transformation Digitale,Occasionnel,0,0,41.09,20.0,0.0,0.0,54.17
620,35,F,4859,Celibataire,Commercial,Cadre Commercial,1,5,5,4,1,3,2,3,4,3,Non,16,Non,0,3,1,3,Transformation Digitale,Occasionnel,0,3,51.48,51.76,100.0,80.0,79.17
621,34,M,5337,Celibataire,Commercial,Cadre Commercial,1,10,10,7,4,4,2,4,4,3,Non,12,Non,0,3,21,4,Infra & Cloud,Occasionnel,5,7,31.88,94.12,100.0,70.0,61.31
622,26,M,2340,Celibataire,Consulting,Consultant,1,1,1,0,3,1,1,4,2,1,Oui,18,Oui,0,3,24,3,Entrepreunariat,Occasionnel,0,0,51.81,60.0,100.0,0.0,16.96
623,37,F,7491,Celibataire,Consulting,Tech Lead,4,12,6,5,2,3,3,4,4,4,Non,17,Non,0,3,1,3,Entrepreunariat,Occasionnel,1,2,56.21,71.18,50.0,83.33,87.5
624,46,F,10527,Marie(e),Consulting,Manager,5,28,2,2,1,3,3,3,4,2,Non,11,Non,0,3,18,1,Transformation Digitale,Frequent,1,2,47.34,51.18,7.14,100.0,43.15
625,41,F,16595,Marie(e),Commercial,Senior Manager,7,22,18,16,2,3,4,1,2,3,Non,16,Non,1,2,2,5,Infra & Cloud,Occasionnel,11,8,47.67,24.71,81.82,88.89,78.27
626,37,M,8834,Divorce(e),Commercial,Cadre Commercial,1,9,9,5,1,3,3,2,4,3,Non,13,Non,1,6,9,4,Transformation Digitale,Aucun,7,7,35.91,44.12,100.0,55.56,84.52
630,52,M,5577,Divorce(e),Consulting,Assistant de Direction,3,18,10,9,4,3,2,1,2,3,Oui,12,Non,2,3,6,2,Entrepreunariat,Occasionnel,6,9,30.1,45.29,55.56,90.0,49.7
631,32,M,4707,Marie(e),Commercial,Cadre Commercial,8,6,4,2,4,4,2,3,4,3,Non,12,Oui,0,2,11,4,Autre,Aucun,1,2,39.58,81.18,66.67,50.0,82.74
632,24,M,2400,Marie(e),Commercial,Representant Commercial,0,3,2,2,4,3,1,4,3,3,Non,13,Non,2,3,24,3,Transformation Digitale,Frequent,2,1,35.73,80.59,66.67,100.0,46.13
634,38,F,9824,Marie(e),Consulting,Manager,3,18,1,0,3,3,2,3,3,3,Non,19,Non,1,4,10,3,Transformation Digitale,Occasionnel,0,0,67.18,60.0,5.56,0.0,71.13
635,37,F,6447,Marie(e),Consulting,Tech Lead,6,8,6,5,2,3,2,2,2,2,Non,12,Non,1,2,1,4,Infra & Cloud,Occasionnel,4,3,36.01,31.76,75.0,83.33,70.83
638,49,M,19502,Divorce(e),Consulting,Directeur Technique,1,31,31,9,4,2,5,3,3,3,Oui,17,Non,1,5,18,4,Infra & Cloud,Occasionnel,0,9,79.28,75.29,100.0,29.03,38.99
639,24,M,2725,Marie(e),Consulting,Assistant de Direction,1,6,6,5,2,4,1,4,2,3,Oui,11,Non,2,3,23,3,Transformation Digitale,Occasionnel,1,4,33.78,52.35,100.0,83.33,34.52
641,26,M,6272,Marie(e),Commercial,Cadre Commercial,1,6,5,3,1,3,2,2,4,4,Non,20,Non,2,5,28,2,Marketing,Occasionnel,1,4,61.16,42.35,83.33,60.0,63.39
643,24,M,2127,Marie(e),Consulting,Consultant,1,1,1,0,4,2,1,2,4,3,Non,21,Non,1,2,17,2,Autre,Occasionnel,0,0,58.51,70.0,100.0,0.0,64.88
644,50,M,18200,Marie(e),Ressources Humaines,Senior Manager,1,32,32,5,1,3,5,2,3,3,Non,11,Non,1,2,3,3,Transformation Digitale,Frequent,10,7,40.87,34.12,100.0,15.62,64.88
645,25,M,2096,Marie(e),Commercial,Representant Commercial,1,7,7,4,2,3,1,3,3,3,Non,11,Non,0,1,13,1,Transformation Digitale,Occasionnel,0,6,34.89,53.53,100.0,57.14,68.45
647,24,F,2886,Marie(e),Consulting,Consultant,1,6,6,3,1,3,1,3,4,3,Oui,16,Oui,1,4,7,3,Infra & Cloud,Frequent,1,2,45.85,51.18,100.0,50.0,36.31
648,30,M,2033,Marie(e),Commercial,Representant Commercial,1,1,1,0,2,2,1,1,3,4,Non,18,Oui,1,2,12,4,Infra & Cloud,Frequent,0,0,51.28,30.0,100.0,0.0,65.18
649,34,M,3622,Marie(e),Consulting,Assistant de Direction,1,6,6,5,2,2,1,4,4,3,Oui,13,Non,1,3,1,2,Infra & Cloud,Occasionnel,1,3,40.06,71.76,100.0,83.33,54.17
650,31,M,4233,Divorce(e),Commercial,Cadre Commercial,2,9,3,1,2,3,2,1,3,1,Non,17,Oui,0,2,13,4,Transformation Digitale,Occasionnel,1,2,50.55,31.18,33.33,33.33,51.79
652,35,M,3681,Celibataire,Consulting,Consultant,4,9,3,2,1,2,2,4,4,3,Non,14,Non,0,3,25,2,Autre,Occasionnel,0,2,44.71,61.18,33.33,66.67,57.74
653,31,M,5460,Divorce(e),Commercial,Cadre Commercial,4,13,7,7,1,4,2,4,4,4,Non,22,Non,2,4,6,4,Transformation Digitale,Occasionnel,5,7,55.66,64.12,53.85,100.0,83.04
655,27,F,2187,Divorce(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,3,3,2,Non,12,Non,2,5,6,4,Transformation Digitale,Occasionnel,0,3,37.4,41.76,83.33,60.0,66.37
656,37,M,9602,Marie(e),Commercial,Cadre Commercial,4,17,3,0,4,3,2,3,3,2,Oui,11,Non,1,3,2,3,Marketing,Occasionnel,1,0,45.73,70.0,17.65,0.0,44.94
